# energy(eV) alpha
4.122129999999999939e+01 8.348362559622852785e-01
4.123870000000000147e+01 8.352515695642961369e-01
4.125610000000000355e+01 8.357857551336820290e-01
4.127340000000000231e+01 8.364205260029976552e-01
4.129079999999999728e+01 8.371775803819296868e-01
4.130819999999999936e+01 8.379962228174556715e-01
4.132549999999999812e+01 8.387794497727105725e-01
4.134290000000000020e+01 8.395251194190535005e-01
4.136019999999999897e+01 8.401378946585729146e-01
4.137760000000000105e+01 8.404586353407930144e-01
4.139500000000000313e+01 8.402711857252419536e-01
4.141230000000000189e+01 8.400914881278951363e-01
4.142969999999999686e+01 8.402499472478592857e-01
4.144709999999999894e+01 8.396827567630366085e-01
4.146439999999999770e+01 8.381840166677273496e-01
4.148179999999999978e+01 8.366215415552060719e-01
4.149920000000000186e+01 8.352539432718948387e-01
4.151650000000000063e+01 8.341034774044884248e-01
4.153390000000000271e+01 8.335020099652528103e-01
4.155120000000000147e+01 8.335493514997361908e-01
4.156860000000000355e+01 8.340180952487343813e-01
4.158599999999999852e+01 8.347253003462540288e-01
4.160329999999999728e+01 8.353349817800769239e-01
4.162069999999999936e+01 8.358866165183332919e-01
4.163810000000000144e+01 8.364200631097336025e-01
4.165540000000000020e+01 8.368944728882747874e-01
4.167280000000000229e+01 8.374054432429212103e-01
4.169019999999999726e+01 8.379594626483881648e-01
4.170750000000000313e+01 8.385715401609604713e-01
4.172489999999999810e+01 8.392641740284429996e-01
4.174219999999999686e+01 8.400186683545289856e-01
4.175959999999999894e+01 8.407358495043585345e-01
4.177700000000000102e+01 8.413362431487283466e-01
4.179429999999999978e+01 8.418578335158170001e-01
4.181170000000000186e+01 8.422075823400004824e-01
4.182909999999999684e+01 8.422395997490770281e-01
4.184640000000000271e+01 8.421695503915798131e-01
4.186379999999999768e+01 8.419810887177585634e-01
4.188119999999999976e+01 8.416112178169790070e-01
4.189849999999999852e+01 8.411797252538121272e-01
4.191590000000000060e+01 8.407019830971284025e-01
4.193319999999999936e+01 8.403184303204144223e-01
4.195060000000000144e+01 8.400355034164634915e-01
4.196800000000000352e+01 8.398272640661988975e-01
4.198530000000000229e+01 8.397376646567511482e-01
4.200269999999999726e+01 8.397286653309978810e-01
4.202009999999999934e+01 8.399122536268666117e-01
4.203739999999999810e+01 8.403227770830994370e-01
4.205480000000000018e+01 8.408086341061176139e-01
4.207220000000000226e+01 8.414006837328116273e-01
4.208950000000000102e+01 8.418950188541290958e-01
4.210690000000000310e+01 8.423707818336160225e-01
4.212420000000000186e+01 8.427288656680042012e-01
4.214159999999999684e+01 8.430275231113792955e-01
4.215899999999999892e+01 8.432272391632100739e-01
4.217629999999999768e+01 8.434466239872253635e-01
4.219369999999999976e+01 8.432079862831894923e-01
4.221110000000000184e+01 8.427399054273965184e-01
4.222840000000000060e+01 8.427109739727605131e-01
4.224580000000000268e+01 8.429802418356002747e-01
4.226319999999999766e+01 8.432563581705136979e-01
4.228050000000000352e+01 8.434144792767432897e-01
4.229789999999999850e+01 8.433358922092849541e-01
4.231519999999999726e+01 8.431516621664730815e-01
4.233259999999999934e+01 8.432201715008225129e-01
4.235000000000000142e+01 8.436066710524646739e-01
4.236730000000000018e+01 8.440752342893695914e-01
4.238470000000000226e+01 8.446041192951798671e-01
4.240209999999999724e+01 8.451535319618612707e-01
4.241940000000000310e+01 8.457037068562360815e-01
4.243679999999999808e+01 8.463316420213338187e-01
4.245420000000000016e+01 8.472743364738227756e-01
4.247149999999999892e+01 8.471253519197939896e-01
4.248890000000000100e+01 8.469038966530701984e-01
4.250619999999999976e+01 8.473840125276572710e-01
4.252360000000000184e+01 8.475524927614292992e-01
4.254099999999999682e+01 8.480438998005206397e-01
4.255830000000000268e+01 8.484757338520921843e-01
4.257569999999999766e+01 8.488288320530548159e-01
4.259309999999999974e+01 8.492017718774076407e-01
4.261039999999999850e+01 8.495745487709852606e-01
4.262780000000000058e+01 8.498690348808161099e-01
4.264520000000000266e+01 8.502595694551772221e-01
4.266250000000000142e+01 8.506911012221457513e-01
4.267990000000000350e+01 8.511031397474908555e-01
4.269720000000000226e+01 8.514762966524300758e-01
4.271459999999999724e+01 8.518690755432514194e-01
4.273199999999999932e+01 8.521838808120479891e-01
4.274929999999999808e+01 8.524988679884162313e-01
4.276670000000000016e+01 8.527946485541157973e-01
4.278410000000000224e+01 8.529929433275271755e-01
4.280140000000000100e+01 8.531523635402693539e-01
4.281880000000000308e+01 8.532524299314274696e-01
4.283619999999999806e+01 8.532933174017334199e-01
4.285349999999999682e+01 8.532952045486493775e-01
4.287089999999999890e+01 8.532947186383129656e-01
4.288819999999999766e+01 8.532931519485119631e-01
4.290559999999999974e+01 8.534087685243566535e-01
4.292300000000000182e+01 8.535437939912251526e-01
4.294030000000000058e+01 8.537175805719254829e-01
4.295770000000000266e+01 8.539694106088489001e-01
4.297509999999999764e+01 8.542616205224187187e-01
4.299240000000000350e+01 8.544202265805319607e-01
4.300979999999999848e+01 8.545927168540400354e-01
4.302720000000000056e+01 8.548254684356684230e-01
4.304449999999999932e+01 8.551170046288355531e-01
4.306190000000000140e+01 8.553895957195936095e-01
4.307920000000000016e+01 8.556813201399583457e-01
4.309660000000000224e+01 8.559346727483563289e-01
4.311399999999999721e+01 8.562266138023409967e-01
4.313130000000000308e+01 8.564798292651958356e-01
4.314869999999999806e+01 8.567925434810256258e-01
4.316610000000000014e+01 8.570273106145626096e-01
4.318339999999999890e+01 8.572236281240468436e-01
4.320080000000000098e+01 8.573621021969428657e-01
4.321820000000000306e+01 8.574220320404846163e-01
4.323550000000000182e+01 8.575208436914538712e-01
4.325289999999999679e+01 8.575412706676659447e-01
4.327020000000000266e+01 8.575621977655691897e-01
4.328759999999999764e+01 8.575234031901148857e-01
4.330499999999999972e+01 8.575229502547904170e-01
4.332229999999999848e+01 8.574840581942344553e-01
4.333970000000000056e+01 8.574237830473174782e-01
4.335710000000000264e+01 8.574220341483251850e-01
4.337440000000000140e+01 8.574184346747650842e-01
4.339180000000000348e+01 8.575882648141424092e-01
4.340919999999999845e+01 8.579540782418584310e-01
4.342649999999999721e+01 8.582091331562442527e-01
4.344389999999999930e+01 8.582853744467962009e-01
4.346130000000000138e+01 8.584369781897780438e-01
4.347860000000000014e+01 8.587643370586655056e-01
4.349600000000000222e+01 8.590544065261012108e-01
4.351330000000000098e+01 8.593816381978813812e-01
4.353070000000000306e+01 8.597870574144403921e-01
4.354809999999999803e+01 8.602319720400452008e-01
4.356539999999999679e+01 8.606576983855177554e-01
4.358279999999999887e+01 8.611416276661572056e-01
4.360020000000000095e+01 8.616256379624471773e-01
4.361749999999999972e+01 8.620907465734305442e-01
4.363490000000000180e+01 8.626137659297290483e-01
4.365229999999999677e+01 8.631951728584570382e-01
4.366960000000000264e+01 8.639880816476761538e-01
4.368699999999999761e+01 8.655329066007921845e-01
4.370430000000000348e+01 8.638538231036917425e-01
4.372169999999999845e+01 8.613144561539696209e-01
4.373910000000000053e+01 8.617553925643332002e-01
4.375639999999999930e+01 8.619250039033115041e-01
4.377380000000000138e+01 8.621177558446575517e-01
4.379120000000000346e+01 8.621944754760813012e-01
4.380850000000000222e+01 8.621767328093420391e-01
4.382589999999999719e+01 8.621907911870361207e-01
4.384329999999999927e+01 8.624204615059303247e-01
4.386059999999999803e+01 8.626137418776258503e-01
4.387800000000000011e+01 8.627683676193664830e-01
4.389529999999999887e+01 8.629036881990312935e-01
4.391270000000000095e+01 8.630197077963790431e-01
4.393010000000000304e+01 8.630968192913038850e-01
4.394740000000000180e+01 8.632116257114580415e-01
4.396479999999999677e+01 8.633261689810943773e-01
4.398219999999999885e+01 8.635564984144693534e-01
4.399949999999999761e+01 8.638458657583459877e-01
4.401689999999999969e+01 8.640408175795368795e-01
4.403430000000000177e+01 8.641584401020960815e-01
4.405160000000000053e+01 8.641801070659154149e-01
4.406900000000000261e+01 8.641246791480351463e-01
4.408630000000000138e+01 8.639907048902726316e-01
4.410370000000000346e+01 8.638167744991938068e-01
4.412109999999999843e+01 8.636784626872557880e-01
4.413839999999999719e+01 8.635793296197428193e-01
4.415579999999999927e+01 8.635364192904886327e-01
4.417320000000000135e+01 8.635899441158918499e-01
4.419050000000000011e+01 8.637779613714640092e-01
4.420790000000000219e+01 8.640251966719182386e-01
4.422529999999999717e+01 8.643496394517825587e-01
4.424260000000000304e+01 8.647711814203655756e-01
4.425999999999999801e+01 8.652123823193320629e-01
4.427729999999999677e+01 8.657506747143762782e-01
4.429469999999999885e+01 8.662899876832211854e-01
4.431210000000000093e+01 8.667913767855198737e-01
4.432939999999999969e+01 8.671793463936150470e-01
4.434680000000000177e+01 8.674317986493959021e-01
4.436419999999999675e+01 8.676835605356872927e-01
4.438150000000000261e+01 8.680513039034638556e-01
4.439889999999999759e+01 8.678005689083040375e-01
4.441629999999999967e+01 8.671056492007612748e-01
4.443359999999999843e+01 8.668864625462374685e-01
4.445100000000000051e+01 8.669621806134154562e-01
4.446829999999999927e+01 8.669613813562754290e-01
4.448570000000000135e+01 8.669972813895949759e-01
4.450310000000000343e+01 8.671099653175643462e-01
4.452040000000000219e+01 8.673203302480173571e-01
4.453779999999999717e+01 8.674933189656078847e-01
4.455519999999999925e+01 8.676081720180492951e-01
4.457249999999999801e+01 8.677590945467679173e-01
4.458990000000000009e+01 8.680084503490653747e-01
4.460730000000000217e+01 8.681623771858348881e-01
4.462460000000000093e+01 8.683162757521936115e-01
4.464200000000000301e+01 8.684508086132313176e-01
4.465930000000000177e+01 8.685472996779950439e-01
4.467669999999999675e+01 8.686041366902930161e-01
4.469409999999999883e+01 8.687183266208948762e-01
4.471139999999999759e+01 8.688708850649394799e-01
4.472879999999999967e+01 8.690434897837311379e-01
4.474620000000000175e+01 8.691399938180928153e-01
4.476350000000000051e+01 8.692351087902521201e-01
4.478090000000000259e+01 8.693304237218156816e-01
4.479829999999999757e+01 8.694832335646176524e-01
4.481560000000000343e+01 8.696170450489361103e-01
4.483299999999999841e+01 8.697703491170347689e-01
4.485029999999999717e+01 8.699044733473668689e-01
4.486769999999999925e+01 8.700580621373035228e-01
4.488510000000000133e+01 8.701543741189787795e-01
4.490240000000000009e+01 8.701935721083766673e-01
4.491980000000000217e+01 8.702132790771599513e-01
4.493719999999999715e+01 8.701559702282417597e-01
4.495450000000000301e+01 8.700979581089496318e-01
4.497189999999999799e+01 8.700393985695710208e-01
4.498930000000000007e+01 8.700186250602072180e-01
4.500659999999999883e+01 8.700168472730096525e-01
4.502400000000000091e+01 8.700912210528572999e-01
4.504129999999999967e+01 8.702039669289121093e-01
4.505870000000000175e+01 8.703938306250084134e-01
4.507609999999999673e+01 8.706033057648193685e-01
4.509340000000000259e+01 8.706617630428712395e-01
4.511079999999999757e+01 8.707360032356048496e-01
4.512819999999999965e+01 8.708319590768844876e-01
4.514549999999999841e+01 8.707746805640914634e-01
4.516290000000000049e+01 8.706768759756174925e-01
4.518030000000000257e+01 8.706728952758947537e-01
4.519760000000000133e+01 8.708607940834381944e-01
4.521500000000000341e+01 8.711839792603579546e-01
4.523230000000000217e+01 8.715079228438566972e-01
4.524969999999999715e+01 8.718126640817380757e-01
4.526709999999999923e+01 8.720788918275578228e-01
4.528439999999999799e+01 8.724026035782519450e-01
4.530180000000000007e+01 8.727834700918016830e-01
4.531920000000000215e+01 8.731453036957456115e-01
4.533650000000000091e+01 8.736026773179782490e-01
4.535390000000000299e+01 8.740031568581546617e-01
4.537129999999999797e+01 8.743648963955756859e-01
4.538859999999999673e+01 8.747839030050184039e-01
4.540599999999999881e+01 8.751651009389558311e-01
4.542329999999999757e+01 8.755076722876885542e-01
4.544069999999999965e+01 8.758881304334119600e-01
4.545810000000000173e+01 8.763255736775941163e-01
4.547540000000000049e+01 8.767630347964441295e-01
4.549280000000000257e+01 8.772194329794845702e-01
4.551019999999999754e+01 8.777139168237384492e-01
4.552750000000000341e+01 8.781705340661625225e-01
4.554489999999999839e+01 8.786082085263025032e-01
4.556230000000000047e+01 8.789523710496874864e-01
4.557959999999999923e+01 8.792007999152097186e-01
4.559700000000000131e+01 8.793930380391377089e-01
4.561430000000000007e+01 8.795100515044872447e-01
4.563170000000000215e+01 8.795320238571513460e-01
4.564909999999999712e+01 8.795160200146137086e-01
4.566640000000000299e+01 8.794243080148343994e-01
4.568379999999999797e+01 8.791265227214752898e-01
4.570120000000000005e+01 8.787842550239133299e-01
4.571849999999999881e+01 8.785214967312582335e-01
4.573590000000000089e+01 8.780121730244535572e-01
4.575330000000000297e+01 8.774021651299533930e-01
4.577060000000000173e+01 8.770166749303258680e-01
4.578799999999999670e+01 8.768783391794217064e-01
4.580530000000000257e+01 8.768938287036296408e-01
4.582269999999999754e+01 8.769670235018662829e-01
4.584009999999999962e+01 8.770213178774957097e-01
4.585739999999999839e+01 8.772257769975079222e-01
4.587480000000000047e+01 8.776028582737271933e-01
4.589220000000000255e+01 8.780755253384848746e-01
4.590950000000000131e+01 8.785487043739120816e-01
4.592690000000000339e+01 8.791166471444423758e-01
4.594429999999999836e+01 8.796657361188113811e-01
4.596159999999999712e+01 8.802340636186472000e-01
4.597899999999999920e+01 8.807831334470270779e-01
4.599629999999999797e+01 8.812945843174088134e-01
4.601370000000000005e+01 8.817682114333608157e-01
4.603110000000000213e+01 8.821474454751514482e-01
4.604840000000000089e+01 8.824697605625488883e-01
4.606580000000000297e+01 8.827543774337579530e-01
4.608319999999999794e+01 8.830012312742151481e-01
4.610049999999999670e+01 8.832479869752579704e-01
4.611789999999999878e+01 8.834568831526692367e-01
4.613530000000000086e+01 8.836845157482013935e-01
4.615259999999999962e+01 8.839124032656504593e-01
4.617000000000000171e+01 8.841785056941446896e-01
4.618730000000000047e+01 8.844075186384057208e-01
4.620470000000000255e+01 8.845623455144944192e-01
4.622209999999999752e+01 8.846050632879581821e-01
4.623940000000000339e+01 8.844416436791078251e-01
4.625679999999999836e+01 8.840710321459435139e-01
4.627420000000000044e+01 8.835104905912882778e-01
4.629149999999999920e+01 8.828140048486614599e-01
4.630890000000000128e+01 8.820583631083259712e-01
4.632630000000000337e+01 8.814455789249304729e-01
4.634360000000000213e+01 8.812115212498886629e-01
4.636099999999999710e+01 8.813009801019552336e-01
4.637830000000000297e+01 8.814121903783496137e-01
4.639569999999999794e+01 8.813739277441305919e-01
4.641310000000000002e+01 8.813687595176690204e-01
4.643039999999999878e+01 8.815371000778513544e-01
4.644780000000000086e+01 8.817615287551221481e-01
4.646520000000000294e+01 8.819674882330990062e-01
4.648250000000000171e+01 8.822304008104927542e-01
4.649989999999999668e+01 8.825503002490006077e-01
4.651729999999999876e+01 8.828519318540243299e-01
4.653459999999999752e+01 8.831534699108583020e-01
4.655199999999999960e+01 8.834361829859604942e-01
4.656929999999999836e+01 8.837380757569668344e-01
4.658670000000000044e+01 8.839645043872919050e-01
4.660410000000000252e+01 8.842101353670814845e-01
4.662140000000000128e+01 8.844181076210305692e-01
4.663880000000000337e+01 8.845512029086031180e-01
4.665619999999999834e+01 8.845898689378095536e-01
4.667349999999999710e+01 8.846092692488390918e-01
4.669089999999999918e+01 8.845716175123510272e-01
4.670830000000000126e+01 8.845329251023441586e-01
4.672560000000000002e+01 8.845878532116737691e-01
4.674300000000000210e+01 8.846997469511386214e-01
4.676030000000000086e+01 8.848866814157949623e-01
4.677770000000000294e+01 8.851118024787788530e-01
4.679509999999999792e+01 8.853745964250544498e-01
4.681239999999999668e+01 8.856746870547109740e-01
4.682979999999999876e+01 8.859941312232704203e-01
4.684720000000000084e+01 8.863511185693117023e-01
4.686449999999999960e+01 8.866896760480149631e-01
4.688190000000000168e+01 8.870656737173844286e-01
4.689929999999999666e+01 8.873668612415086532e-01
4.691660000000000252e+01 8.876866546588170204e-01
4.693399999999999750e+01 8.879691172483022976e-01
4.695130000000000337e+01 8.882330596469298900e-01
4.696869999999999834e+01 8.884593504382973794e-01
4.698610000000000042e+01 8.886298378332186942e-01
4.700339999999999918e+01 8.887436323134420002e-01
4.702080000000000126e+01 8.888762265440398602e-01
4.703820000000000334e+01 8.889714650636137971e-01
4.705550000000000210e+01 8.890481370511814641e-01
4.707289999999999708e+01 8.890501322917767624e-01
4.709029999999999916e+01 8.889959283805796142e-01
4.710759999999999792e+01 8.888461805598764087e-01
4.712500000000000000e+01 8.887905541338618765e-01
4.714229999999999876e+01 8.887154990092011042e-01
4.715970000000000084e+01 8.886408896696866844e-01
4.717710000000000292e+01 8.886212112660888396e-01
4.719440000000000168e+01 8.885837283383973828e-01
4.721179999999999666e+01 8.886205649402714180e-01
4.722919999999999874e+01 8.887135993169966719e-01
4.724649999999999750e+01 8.888080185936069189e-01
4.726389999999999958e+01 8.888463360603404695e-01
4.728130000000000166e+01 8.888473252318098705e-01
4.729860000000000042e+01 8.888100775839246070e-01
4.731600000000000250e+01 8.887350123747999042e-01
4.733330000000000126e+01 8.886783431342764050e-01
4.735070000000000334e+01 8.886395058563346661e-01
4.736809999999999832e+01 8.886944426586067536e-01
4.738539999999999708e+01 8.887681734593189109e-01
4.740279999999999916e+01 8.889358081335139161e-01
4.742020000000000124e+01 8.891051225046320283e-01
4.743750000000000000e+01 8.891990868803385517e-01
4.745490000000000208e+01 8.892557252039570148e-01
4.747229999999999706e+01 8.893112235992721715e-01
4.748960000000000292e+01 8.894605797675927406e-01
4.750699999999999790e+01 8.895004072412990848e-01
4.752429999999999666e+01 8.894248913902742526e-01
4.754169999999999874e+01 8.894243254120453024e-01
4.755910000000000082e+01 8.894426588533184130e-01
4.757639999999999958e+01 8.894796159332788443e-01
4.759380000000000166e+01 8.895162949653117046e-01
4.761119999999999663e+01 8.895530966690288199e-01
4.762850000000000250e+01 8.896276458291447753e-01
4.764589999999999748e+01 8.897019229741142121e-01
4.766329999999999956e+01 8.897764678299797669e-01
4.768059999999999832e+01 8.898510093235639795e-01
4.769800000000000040e+01 8.899440099425337536e-01
4.771529999999999916e+01 8.900185447822839269e-01
4.773270000000000124e+01 8.901116456829735180e-01
4.775010000000000332e+01 8.901862782146237052e-01
4.776740000000000208e+01 8.902420572545755029e-01
4.778479999999999706e+01 8.902978688285514419e-01
4.780219999999999914e+01 8.903534430486708118e-01
4.781949999999999790e+01 8.904087942211857953e-01
4.783689999999999998e+01 8.904643878155932279e-01
4.785430000000000206e+01 8.905198879673852375e-01
4.787160000000000082e+01 8.906310168317228548e-01
4.788900000000000290e+01 8.907419813465861091e-01
4.790630000000000166e+01 8.910027629957758544e-01
4.792369999999999663e+01 8.912452552680645290e-01
4.794109999999999872e+01 8.915255287363074155e-01
4.795839999999999748e+01 8.917683233543503007e-01
4.797579999999999956e+01 8.920114425288907523e-01
4.799320000000000164e+01 8.921985505952424456e-01
4.801050000000000040e+01 8.924227935111429533e-01
4.802790000000000248e+01 8.925543495854300069e-01
4.804529999999999745e+01 8.925920610887747575e-01
4.806260000000000332e+01 8.926292158866960813e-01
4.807999999999999829e+01 8.927221036622446926e-01
4.809729999999999706e+01 8.928336629602690033e-01
4.811469999999999914e+01 8.929451400584382803e-01
4.813210000000000122e+01 8.931863996982194465e-01
4.814939999999999998e+01 8.935407859905266648e-01
4.816680000000000206e+01 8.938393399383166571e-01
4.818419999999999703e+01 8.941753237932311693e-01
4.820150000000000290e+01 8.944556284916778122e-01
4.821889999999999787e+01 8.946993677145533841e-01
4.823629999999999995e+01 8.948310984441747440e-01
4.825359999999999872e+01 8.948526599238928458e-01
4.827100000000000080e+01 8.947227178704280082e-01
4.828829999999999956e+01 8.946115322064545072e-01
4.830570000000000164e+01 8.944810725637517557e-01
4.832309999999999661e+01 8.943324781001353863e-01
4.834040000000000248e+01 8.942196898407571704e-01
4.835779999999999745e+01 8.941808028866776725e-01
4.837519999999999953e+01 8.942916791808690480e-01
4.839249999999999829e+01 8.944029805946833722e-01
4.840990000000000038e+01 8.945514504368472508e-01
4.842730000000000246e+01 8.946628362032307269e-01
4.844460000000000122e+01 8.948299981816092430e-01
4.846200000000000330e+01 8.949788076677456239e-01
4.847930000000000206e+01 8.951463894454876336e-01
4.849669999999999703e+01 8.952952371750939609e-01
4.851409999999999911e+01 8.955000857574488826e-01
4.853139999999999787e+01 8.956678535634217120e-01
4.854879999999999995e+01 8.958362732467872735e-01
4.856620000000000203e+01 8.959298735011391734e-01
4.858350000000000080e+01 8.959866219460380643e-01
4.860090000000000288e+01 8.959500699629249221e-01
4.861829999999999785e+01 8.959690065811202198e-01
4.863559999999999661e+01 8.959326854290126096e-01
4.865299999999999869e+01 8.958211833616999131e-01
4.867029999999999745e+01 8.957280472606999888e-01
4.868769999999999953e+01 8.956159567412190770e-01
4.870510000000000161e+01 8.955410818764543146e-01
4.872240000000000038e+01 8.954472731464824253e-01
4.873980000000000246e+01 8.953899968890960404e-01
4.875719999999999743e+01 8.954074385239489953e-01
4.877450000000000330e+01 8.954619794628784213e-01
4.879189999999999827e+01 8.955725009160098171e-01
4.880930000000000035e+01 8.957203656232151090e-01
4.882659999999999911e+01 8.959243052762705384e-01
4.884400000000000119e+01 8.961096464853672838e-01
4.886129999999999995e+01 8.963318794763186492e-01
4.887870000000000203e+01 8.966475199622545578e-01
4.889609999999999701e+01 8.968891256319182492e-01
4.891340000000000288e+01 8.971677571963125875e-01
4.893079999999999785e+01 8.973907133379768197e-01
4.894819999999999993e+01 8.975579817906851332e-01
4.896549999999999869e+01 8.977807781131279530e-01
4.898290000000000077e+01 8.979477763520957723e-01
4.900030000000000285e+01 8.981334997874199644e-01
4.901760000000000161e+01 8.983190471539829192e-01
4.903499999999999659e+01 8.985233089217010694e-01
4.905230000000000246e+01 8.987089806572595707e-01
4.906969999999999743e+01 8.988946165539091204e-01
4.908709999999999951e+01 8.990617489288196262e-01
4.910439999999999827e+01 8.992102551581140357e-01
4.912180000000000035e+01 8.993774218993038083e-01
4.913920000000000243e+01 8.995075813753437011e-01
4.915650000000000119e+01 8.996192115173431425e-01
4.917390000000000327e+01 8.997308413080600253e-01
4.919129999999999825e+01 8.998054246004574264e-01
4.920859999999999701e+01 8.998800145127475725e-01
4.922599999999999909e+01 8.999360959391188297e-01
4.924340000000000117e+01 8.999548768510614583e-01
4.926069999999999993e+01 9.000107876197789292e-01
4.927810000000000201e+01 9.000296626389234778e-01
4.929540000000000077e+01 9.000484613637738107e-01
4.931280000000000285e+01 9.000484613637738107e-01
4.933019999999999783e+01 9.000670774017587306e-01
4.934749999999999659e+01 9.000855969223822139e-01
4.936489999999999867e+01 9.001225359841609208e-01
4.938230000000000075e+01 9.001779888880291347e-01
4.939959999999999951e+01 9.002149256821090351e-01
4.941700000000000159e+01 9.003072121486261903e-01
4.943439999999999657e+01 9.003997641982888211e-01
4.945170000000000243e+01 9.005109139266214147e-01
4.946909999999999741e+01 9.006034442428902942e-01
4.948640000000000327e+01 9.007517650086886984e-01
4.950379999999999825e+01 9.008632484177985233e-01
4.952120000000000033e+01 9.009383466345386449e-01
4.953849999999999909e+01 9.009397766384427131e-01
4.955590000000000117e+01 9.008294932904978847e-01
4.957330000000000325e+01 9.007192204821549142e-01
4.959060000000000201e+01 9.005893197308223463e-01
4.960799999999999699e+01 9.004967829300329907e-01
4.962539999999999907e+01 9.003484781450015184e-01
4.964269999999999783e+01 9.002182460632678351e-01
4.966009999999999991e+01 9.001248279014354425e-01
4.967739999999999867e+01 9.000684650482729809e-01
4.969480000000000075e+01 9.000673889165240471e-01
4.971220000000000283e+01 9.000663596432911806e-01
4.972950000000000159e+01 9.000840684899850119e-01
4.974689999999999657e+01 9.001386714257840760e-01
4.976429999999999865e+01 9.002304253733210970e-01
4.978159999999999741e+01 9.003406651966390228e-01
4.979899999999999949e+01 9.004512827111278428e-01
4.981640000000000157e+01 9.006172716872207218e-01
4.983370000000000033e+01 9.007647596192623896e-01
4.985110000000000241e+01 9.009310108897581326e-01
4.986840000000000117e+01 9.010971615095156872e-01
4.988580000000000325e+01 9.012634964959644890e-01
4.990319999999999823e+01 9.013744437498978357e-01
4.992049999999999699e+01 9.015404728128237899e-01
4.993789999999999907e+01 9.016696860092323629e-01
4.995530000000000115e+01 9.018358526118113172e-01
4.997259999999999991e+01 9.019835704216521144e-01
4.999000000000000199e+01 9.021498043461076977e-01
5.000739999999999696e+01 9.023160088158899139e-01
5.002470000000000283e+01 9.024452889145575529e-01
5.004209999999999781e+01 9.026114871427959319e-01
5.005939999999999657e+01 9.027222689631401176e-01
5.007679999999999865e+01 9.028884162084473974e-01
5.009420000000000073e+01 9.030362044668446275e-01
5.011149999999999949e+01 9.031655048232292149e-01
5.012890000000000157e+01 9.032948361231345480e-01
5.014629999999999654e+01 9.033688053489188352e-01
5.016360000000000241e+01 9.034613416624233118e-01
5.018099999999999739e+01 9.034798301004915988e-01
5.019839999999999947e+01 9.035535243538421746e-01
5.021569999999999823e+01 9.035908562693483193e-01
5.023310000000000031e+01 9.035906112350042818e-01
5.025039999999999907e+01 9.036641904903084388e-01
5.026780000000000115e+01 9.037378188465374773e-01
5.028520000000000323e+01 9.037931958554765721e-01
5.030250000000000199e+01 9.038669428961064733e-01
5.031989999999999696e+01 9.039221854647797594e-01
5.033729999999999905e+01 9.039589476574974025e-01
5.035459999999999781e+01 9.040141345736790734e-01
5.037199999999999989e+01 9.041060281473717319e-01
5.038940000000000197e+01 9.041979835358793238e-01
5.040670000000000073e+01 9.043085710299708646e-01
5.042410000000000281e+01 9.044006758717291206e-01
5.044140000000000157e+01 9.045112385951359357e-01
5.045879999999999654e+01 9.045850455399000456e-01
5.047619999999999862e+01 9.046219224723996977e-01
5.049349999999999739e+01 9.046770759509585869e-01
5.051089999999999947e+01 9.047138704916153351e-01
5.052830000000000155e+01 9.047505094997756458e-01
5.054560000000000031e+01 9.048424613873301547e-01
5.056300000000000239e+01 9.049159695958671756e-01
5.058039999999999736e+01 9.050079115377158701e-01
5.059770000000000323e+01 9.051182513428948084e-01
5.061509999999999820e+01 9.051918475230974481e-01
5.063239999999999696e+01 9.052837694605623264e-01
5.064979999999999905e+01 9.053941268385892194e-01
5.066720000000000113e+01 9.054677029168933799e-01
5.068449999999999989e+01 9.055780401973292371e-01
5.070190000000000197e+01 9.056515505518956122e-01
5.071929999999999694e+01 9.057618700084602015e-01
5.073660000000000281e+01 9.058537905824957104e-01
5.075399999999999778e+01 9.059457477738553921e-01
5.077139999999999986e+01 9.060559951863764727e-01
5.078869999999999862e+01 9.061478493237503651e-01
5.080610000000000070e+01 9.063133307531280325e-01
5.082339999999999947e+01 9.064236606370699167e-01
5.084080000000000155e+01 9.065339770935452179e-01
5.085819999999999652e+01 9.066442801274546825e-01
5.087550000000000239e+01 9.066994266124781543e-01
5.089289999999999736e+01 9.068097095217224624e-01
5.091029999999999944e+01 9.069199790206413647e-01
5.092759999999999820e+01 9.070118685738119968e-01
5.094500000000000028e+01 9.071220319451382963e-01
5.096240000000000236e+01 9.072139003056554074e-01
5.097970000000000113e+01 9.073242021911069877e-01
5.099710000000000321e+01 9.074160119920726686e-01
5.101440000000000197e+01 9.074895540066962862e-01
5.103179999999999694e+01 9.075997408937223065e-01
5.104919999999999902e+01 9.076732694768724352e-01
5.106649999999999778e+01 9.077467054993717532e-01
5.108389999999999986e+01 9.078569864594318028e-01
5.110130000000000194e+01 9.079120592549232427e-01
5.111860000000000070e+01 9.079672573041128736e-01
5.113600000000000279e+01 9.080223233960699192e-01
5.115339999999999776e+01 9.080773861488756760e-01
5.117069999999999652e+01 9.081141660139864236e-01
5.118809999999999860e+01 9.081692231895563960e-01
5.120539999999999736e+01 9.081876981943831639e-01
5.122279999999999944e+01 9.081693229042377968e-01
5.124020000000000152e+01 9.081508901129637934e-01
5.125750000000000028e+01 9.081507490619920020e-01
5.127490000000000236e+01 9.081323223697721492e-01
5.129229999999999734e+01 9.081687475590145553e-01
5.130960000000000321e+01 9.082419399781033187e-01
